"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","03.01.2020 07:00 - 03.01.2020 07:30 (UTC)","2035","n/e","n/e","5327","2370","0","n/e","n/e","n/e","0","","594","n/e","n/e","6917","128","n/e","0","n/e","4401","4546"
"BZN|GB","03.01.2020 07:30 - 03.01.2020 08:00 (UTC)","2314","n/e","n/e","6806","2401","0","n/e","n/e","n/e","0","","624","n/e","n/e","6935","121","n/e","0","n/e","4956","4417"
"BZN|GB","03.01.2020 08:00 - 03.01.2020 08:30 (UTC)","2326","n/e","n/e","7221","2902","0","n/e","n/e","n/e","0","","654","n/e","n/e","6929","121","n/e","1","n/e","5246","4447"
"BZN|GB","03.01.2020 08:30 - 03.01.2020 09:00 (UTC)","2321","n/e","n/e","7728","3156","0","n/e","n/e","n/e","0","","656","n/e","n/e","6930","121","n/e","53","n/e","5508","4738"
"BZN|GB","03.01.2020 09:00 - 03.01.2020 09:30 (UTC)","2325","n/e","n/e","9016","3351","0","n/e","n/e","n/e","88","","658","n/e","n/e","6929","164","n/e","217","n/e","5380","4926"
"BZN|GB","03.01.2020 09:30 - 03.01.2020 10:00 (UTC)","2335","n/e","n/e","9346","3315","0","n/e","n/e","n/e","88","","777","n/e","n/e","6930","126","n/e","499","n/e","152","1743"
"BZN|GB","03.01.2020 10:00 - 03.01.2020 10:30 (UTC)","2348","n/e","n/e","9796","3342","0","n/e","n/e","n/e","388","","824","n/e","n/e","6926","165","n/e","965","n/e","5237","5096"
"BZN|GB","03.01.2020 10:30 - 03.01.2020 11:00 (UTC)","2350","n/e","n/e","9845","3180","0","n/e","n/e","n/e","88","","860","n/e","n/e","6930","122","n/e","1520","n/e","5269","5175"
"BZN|GB","03.01.2020 11:00 - 03.01.2020 11:30 (UTC)","2346","n/e","n/e","9566","3223","0","n/e","n/e","n/e","4","","813","n/e","n/e","6937","123","n/e","2140","n/e","5291","5220"
"BZN|GB","03.01.2020 11:30 - 03.01.2020 12:00 (UTC)","2350","n/e","n/e","9385","3209","0","n/e","n/e","n/e","0","","833","n/e","n/e","6939","123","n/e","2510","n/e","5168","5371"
"BZN|GB","03.01.2020 12:00 - 03.01.2020 12:30 (UTC)","2344","n/e","n/e","9079","3139","0","n/e","n/e","n/e","25","","759","n/e","n/e","6948","120","n/e","2750","n/e","5358","5513"
"BZN|GB","03.01.2020 12:30 - 03.01.2020 13:00 (UTC)","2321","n/e","n/e","8859","3129","0","n/e","n/e","n/e","0","","719","n/e","n/e","6933","120","n/e","2780","n/e","5542","5499"
"BZN|GB","03.01.2020 13:00 - 03.01.2020 13:30 (UTC)","2314","n/e","n/e","8242","3109","0","n/e","n/e","n/e","0","","791","n/e","n/e","6923","121","n/e","2640","n/e","5396","5505"
"BZN|GB","03.01.2020 13:30 - 03.01.2020 14:00 (UTC)","2317","n/e","n/e","8476","2870","0","n/e","n/e","n/e","0","","652","n/e","n/e","6932","121","n/e","2400","n/e","4948","5762"
"BZN|GB","03.01.2020 14:00 - 03.01.2020 14:30 (UTC)","2315","n/e","n/e","8278","2911","0","n/e","n/e","n/e","0","","687","n/e","n/e","6923","121","n/e","1870","n/e","4696","6004"
"BZN|GB","03.01.2020 14:30 - 03.01.2020 15:00 (UTC)","2323","n/e","n/e","8655","2764","0","n/e","n/e","n/e","0","","622","n/e","n/e","6931","121","n/e","1330","n/e","4667","6115"
"BZN|GB","03.01.2020 15:00 - 03.01.2020 15:30 (UTC)","2323","n/e","n/e","8994","2749","0","n/e","n/e","n/e","38","","725","n/e","n/e","6936","122","n/e","703","n/e","4851","6016"
"BZN|GB","03.01.2020 15:30 - 03.01.2020 16:00 (UTC)","2321","n/e","n/e","9606","2894","0","n/e","n/e","n/e","42","","757","n/e","n/e","6927","142","n/e","171","n/e","4717","5996"
"BZN|GB","03.01.2020 16:00 - 03.01.2020 16:30 (UTC)","2330","n/e","n/e","10439","2954","0","n/e","n/e","n/e","38","","780","n/e","n/e","6926","133","n/e","8","n/e","4789","6076"
"BZN|GB","03.01.2020 16:30 - 03.01.2020 17:00 (UTC)","2346","n/e","n/e","11824","2948","0","n/e","n/e","n/e","387","","721","n/e","n/e","6921","203","n/e","0","n/e","4910","6108"
"BZN|GB","03.01.2020 17:00 - 03.01.2020 17:30 (UTC)","2351","n/e","n/e","12649","3198","0","n/e","n/e","n/e","1265","","880","n/e","n/e","6927","193","n/e","0","n/e","4856","5854"
"BZN|GB","03.01.2020 17:30 - 03.01.2020 18:00 (UTC)","2340","n/e","n/e","12623","3263","0","n/e","n/e","n/e","1344","","953","n/e","n/e","6914","185","n/e","0","n/e","4807","5881"
"BZN|GB","03.01.2020 18:00 - 03.01.2020 18:30 (UTC)","2337","n/e","n/e","12317","3221","0","n/e","n/e","n/e","1074","","947","n/e","n/e","6918","140","n/e","0","n/e","4852","5870"
"BZN|GB","03.01.2020 18:30 - 03.01.2020 19:00 (UTC)","2337","n/e","n/e","11970","3029","0","n/e","n/e","n/e","522","","947","n/e","n/e","6928","109","n/e","0","n/e","128","1829"
"BZN|GB","03.01.2020 19:00 - 03.01.2020 19:30 (UTC)","2331","n/e","n/e","11094","2982","0","n/e","n/e","n/e","306","","920","n/e","n/e","6922","112","n/e","0","n/e","5205","6245"
"BZN|GB","03.01.2020 19:30 - 03.01.2020 20:00 (UTC)","2333","n/e","n/e","10248","2459","0","n/e","n/e","n/e","300","","862","n/e","n/e","6920","89","n/e","0","n/e","5360","6171"
"BZN|GB","03.01.2020 20:00 - 03.01.2020 20:30 (UTC)","2336","n/e","n/e","9341","2115","0","n/e","n/e","n/e","271","","667","n/e","n/e","6930","86","n/e","0","n/e","5365","6411"
"BZN|GB","03.01.2020 20:30 - 03.01.2020 21:00 (UTC)","2338","n/e","n/e","8191","1610","0","n/e","n/e","n/e","8","","575","n/e","n/e","6922","94","n/e","0","n/e","5452","6339"
"BZN|GB","03.01.2020 21:00 - 03.01.2020 21:30 (UTC)","2338","n/e","n/e","7880","1362","0","n/e","n/e","n/e","89","","511","n/e","n/e","6930","86","n/e","0","n/e","5521","6362"
"BZN|GB","03.01.2020 21:30 - 03.01.2020 22:00 (UTC)","2337","n/e","n/e","6770","1284","0","n/e","n/e","n/e","0","","493","n/e","n/e","6928","86","n/e","0","n/e","5614","6148"
"BZN|GB","03.01.2020 22:00 - 03.01.2020 22:30 (UTC)","2336","n/e","n/e","5858","1276","0","n/e","n/e","n/e","94","","492","n/e","n/e","6857","98","n/e","0","n/e","5528","6042"
"BZN|GB","03.01.2020 22:30 - 03.01.2020 23:00 (UTC)","2040","n/e","n/e","5194","1276","0","n/e","n/e","n/e","0","","472","n/e","n/e","6857","106","n/e","0","n/e","5742","5826"
"BZN|GB","03.01.2020 23:00 - 03.01.2020 23:30 (UTC)","1768","n/e","n/e","4996","1280","0","n/e","n/e","n/e","0","","449","n/e","n/e","6861","120","n/e","0","n/e","5789","5572"
"BZN|GB","03.01.2020 23:30 - 04.01.2020 00:00 (UTC)","1850","n/e","n/e","4249","1274","0","n/e","n/e","n/e","0","","445","n/e","n/e","6867","122","n/e","0","n/e","5844","5497"
"BZN|GB","04.01.2020 00:00 - 04.01.2020 00:30 (UTC)","1655","n/e","n/e","4606","1286","0","n/e","n/e","n/e","0","","435","n/e","n/e","6857","132","n/e","0","n/e","5797","5302"
"BZN|GB","04.01.2020 00:30 - 04.01.2020 01:00 (UTC)","1978","n/e","n/e","4323","1277","0","n/e","n/e","n/e","0","","421","n/e","n/e","6863","122","n/e","0","n/e","5620","5410"
"BZN|GB","04.01.2020 01:00 - 04.01.2020 01:30 (UTC)","2286","n/e","n/e","4418","1282","0","n/e","n/e","n/e","0","","421","n/e","n/e","6859","128","n/e","0","n/e","5604","5404"
"BZN|GB","04.01.2020 01:30 - 04.01.2020 02:00 (UTC)","2056","n/e","n/e","4074","1282","0","n/e","n/e","n/e","0","","421","n/e","n/e","6859","122","n/e","0","n/e","5824","5289"
"BZN|GB","04.01.2020 02:00 - 04.01.2020 02:30 (UTC)","1866","n/e","n/e","4084","1275","0","n/e","n/e","n/e","0","","405","n/e","n/e","6855","123","n/e","0","n/e","5726","5073"
"BZN|GB","04.01.2020 02:30 - 04.01.2020 03:00 (UTC)","1923","n/e","n/e","4222","1000","0","n/e","n/e","n/e","0","","401","n/e","n/e","6856","126","n/e","0","n/e","159","2077"
"BZN|GB","04.01.2020 03:00 - 04.01.2020 03:30 (UTC)","2073","n/e","n/e","4483","1057","0","n/e","n/e","n/e","0","","401","n/e","n/e","6850","123","n/e","0","n/e","5494","5047"
"BZN|GB","04.01.2020 03:30 - 04.01.2020 04:00 (UTC)","2268","n/e","n/e","4281","999","0","n/e","n/e","n/e","0","","401","n/e","n/e","6855","118","n/e","0","n/e","5417","4835"
"BZN|GB","04.01.2020 04:00 - 04.01.2020 04:30 (UTC)","2211","n/e","n/e","4173","995","0","n/e","n/e","n/e","0","","398","n/e","n/e","6849","122","n/e","0","n/e","162","2052"
"BZN|GB","04.01.2020 04:30 - 04.01.2020 05:00 (UTC)","1993","n/e","n/e","4029","999","0","n/e","n/e","n/e","0","","413","n/e","n/e","6857","123","n/e","0","n/e","5537","4957"
"BZN|GB","04.01.2020 05:00 - 04.01.2020 05:30 (UTC)","1562","n/e","n/e","3886","996","0","n/e","n/e","n/e","0","","450","n/e","n/e","6847","122","n/e","0","n/e","5768","4934"
"BZN|GB","04.01.2020 05:30 - 04.01.2020 06:00 (UTC)","1544","n/e","n/e","3857","1001","0","n/e","n/e","n/e","0","","467","n/e","n/e","6842","123","n/e","0","n/e","5701","4774"
"BZN|GB","04.01.2020 06:00 - 04.01.2020 06:30 (UTC)","1450","n/e","n/e","3759","994","0","n/e","n/e","n/e","0","","478","n/e","n/e","6860","122","n/e","0","n/e","5597","4664"
"BZN|GB","04.01.2020 06:30 - 04.01.2020 07:00 (UTC)","1578","n/e","n/e","3886","1051","0","n/e","n/e","n/e","0","","480","n/e","n/e","6851","123","n/e","0","n/e","5607","4746"
"BZN|GB","04.01.2020 07:00 - 04.01.2020 07:30 (UTC)","1678","n/e","n/e","3984","1290","0","n/e","n/e","n/e","0","","520","n/e","n/e","6855","122","n/e","0","n/e","5553","4339"
"BZN|GB","04.01.2020 07:30 - 04.01.2020 08:00 (UTC)","1996","n/e","n/e","4559","1299","0","n/e","n/e","n/e","0","","527","n/e","n/e","6854","123","n/e","0","n/e","163","1789"
"BZN|GB","04.01.2020 08:00 - 04.01.2020 08:30 (UTC)","2292","n/e","n/e","4920","1323","0","n/e","n/e","n/e","0","","586","n/e","n/e","6863","124","n/e","9","n/e","5505","4172"
"BZN|GB","04.01.2020 08:30 - 04.01.2020 09:00 (UTC)","2299","n/e","n/e","5411","1386","0","n/e","n/e","n/e","0","","742","n/e","n/e","6855","123","n/e","144","n/e","5470","4091"
"BZN|GB","04.01.2020 09:00 - 04.01.2020 09:30 (UTC)","2299","n/e","n/e","6032","1647","0","n/e","n/e","n/e","90","","825","n/e","n/e","6838","142","n/e","362","n/e","5488","3771"
"BZN|GB","04.01.2020 09:30 - 04.01.2020 10:00 (UTC)","2300","n/e","n/e","6625","2120","0","n/e","n/e","n/e","0","","830","n/e","n/e","6665","128","n/e","563","n/e","5459","3572"
"BZN|GB","04.01.2020 10:00 - 04.01.2020 10:30 (UTC)","2299","n/e","n/e","7570","2193","0","n/e","n/e","n/e","0","","832","n/e","n/e","6627","126","n/e","886","n/e","5402","3368"
"BZN|GB","04.01.2020 10:30 - 04.01.2020 11:00 (UTC)","2299","n/e","n/e","7784","2568","0","n/e","n/e","n/e","0","","816","n/e","n/e","6636","119","n/e","1170","n/e","5426","3430"
"BZN|GB","04.01.2020 11:00 - 04.01.2020 11:30 (UTC)","2305","n/e","n/e","7859","2604","0","n/e","n/e","n/e","0","","776","n/e","n/e","6628","122","n/e","1550","n/e","5440","3459"
"BZN|GB","04.01.2020 11:30 - 04.01.2020 12:00 (UTC)","2321","n/e","n/e","7824","2491","0","n/e","n/e","n/e","0","","713","n/e","n/e","6758","123","n/e","1730","n/e","5309","3524"
"BZN|GB","04.01.2020 12:00 - 04.01.2020 12:30 (UTC)","2329","n/e","n/e","7701","2624","0","n/e","n/e","n/e","0","","653","n/e","n/e","6767","123","n/e","1850","n/e","5170","3624"
"BZN|GB","04.01.2020 12:30 - 04.01.2020 13:00 (UTC)","2329","n/e","n/e","8004","2567","0","n/e","n/e","n/e","0","","650","n/e","n/e","6752","125","n/e","1900","n/e","4897","3691"
"BZN|GB","04.01.2020 13:00 - 04.01.2020 13:30 (UTC)","2313","n/e","n/e","7984","2560","0","n/e","n/e","n/e","0","","653","n/e","n/e","6759","127","n/e","1870","n/e","4739","3780"
"BZN|GB","04.01.2020 13:30 - 04.01.2020 14:00 (UTC)","2319","n/e","n/e","8244","2432","0","n/e","n/e","n/e","0","","667","n/e","n/e","6625","126","n/e","1590","n/e","4811","3793"
"BZN|GB","04.01.2020 14:00 - 04.01.2020 14:30 (UTC)","2321","n/e","n/e","8425","2408","0","n/e","n/e","n/e","58","","670","n/e","n/e","6613","167","n/e","1220","n/e","4444","3931"
"BZN|GB","04.01.2020 14:30 - 04.01.2020 15:00 (UTC)","2297","n/e","n/e","9189","2565","0","n/e","n/e","n/e","28","","669","n/e","n/e","6624","171","n/e","719","n/e","4029","3958"
"BZN|GB","04.01.2020 15:00 - 04.01.2020 15:30 (UTC)","2304","n/e","n/e","9767","2703","0","n/e","n/e","n/e","161","","671","n/e","n/e","6621","172","n/e","340","n/e","3609","3961"
"BZN|GB","04.01.2020 15:30 - 04.01.2020 16:00 (UTC)","2333","n/e","n/e","11281","2668","0","n/e","n/e","n/e","52","","788","n/e","n/e","6762","127","n/e","87","n/e","3042","3928"
"BZN|GB","04.01.2020 16:00 - 04.01.2020 16:30 (UTC)","2341","n/e","n/e","12141","2707","0","n/e","n/e","n/e","307","","949","n/e","n/e","6854","150","n/e","4","n/e","2750","4018"
"BZN|GB","04.01.2020 16:30 - 04.01.2020 17:00 (UTC)","2345","n/e","n/e","13218","2801","0","n/e","n/e","n/e","1373","","960","n/e","n/e","6852","199","n/e","0","n/e","2452","3976"
"BZN|GB","04.01.2020 17:00 - 04.01.2020 17:30 (UTC)","2338","n/e","n/e","13557","2803","0","n/e","n/e","n/e","1592","","983","n/e","n/e","6861","155","n/e","0","n/e","2474","4107"
"BZN|GB","04.01.2020 17:30 - 04.01.2020 18:00 (UTC)","2334","n/e","n/e","14042","2792","0","n/e","n/e","n/e","1543","","1002","n/e","n/e","6851","210","n/e","1","n/e","2396","4070"
"BZN|GB","04.01.2020 18:00 - 04.01.2020 18:30 (UTC)","2332","n/e","n/e","14140","2650","0","n/e","n/e","n/e","1533","","983","n/e","n/e","6863","205","n/e","1","n/e","2286","4107"
"BZN|GB","04.01.2020 18:30 - 04.01.2020 19:00 (UTC)","2131","n/e","n/e","13994","2278","0","n/e","n/e","n/e","1950","","977","n/e","n/e","6853","159","n/e","0","n/e","2304","4040"
"BZN|GB","04.01.2020 19:00 - 04.01.2020 19:30 (UTC)","1679","n/e","n/e","13838","2624","0","n/e","n/e","n/e","1607","","960","n/e","n/e","6861","107","n/e","0","n/e","2334","3902"
"BZN|GB","04.01.2020 19:30 - 04.01.2020 20:00 (UTC)","1683","n/e","n/e","13650","2727","0","n/e","n/e","n/e","821","","958","n/e","n/e","6865","92","n/e","1","n/e","2465","3981"
"BZN|GB","04.01.2020 20:00 - 04.01.2020 20:30 (UTC)","1689","n/e","n/e","12981","2557","0","n/e","n/e","n/e","300","","783","n/e","n/e","6858","92","n/e","0","n/e","2714","4151"
"BZN|GB","04.01.2020 20:30 - 04.01.2020 21:00 (UTC)","1687","n/e","n/e","12227","2117","0","n/e","n/e","n/e","300","","604","n/e","n/e","6857","95","n/e","1","n/e","2593","4211"
"BZN|GB","04.01.2020 21:00 - 04.01.2020 21:30 (UTC)","1687","n/e","n/e","11460","1837","0","n/e","n/e","n/e","0","","550","n/e","n/e","6859","89","n/e","1","n/e","2563","4491"
"BZN|GB","04.01.2020 21:30 - 04.01.2020 22:00 (UTC)","1688","n/e","n/e","9557","1708","0","n/e","n/e","n/e","0","","550","n/e","n/e","6864","89","n/e","0","n/e","2588","4749"
"BZN|GB","04.01.2020 22:00 - 04.01.2020 22:30 (UTC)","1692","n/e","n/e","8603","1273","0","n/e","n/e","n/e","0","","550","n/e","n/e","6857","88","n/e","0","n/e","2565","4951"
"BZN|GB","04.01.2020 22:30 - 04.01.2020 23:00 (UTC)","1694","n/e","n/e","7077","1045","0","n/e","n/e","n/e","0","","754","n/e","n/e","6848","112","n/e","0","n/e","2652","5099"
"BZN|GB","04.01.2020 23:00 - 04.01.2020 23:30 (UTC)","1699","n/e","n/e","6251","1032","0","n/e","n/e","n/e","0","","732","n/e","n/e","6671","131","n/e","0","n/e","2431","5338"
"BZN|GB","04.01.2020 23:30 - 05.01.2020 00:00 (UTC)","1697","n/e","n/e","5121","1062","0","n/e","n/e","n/e","0","","521","n/e","n/e","6643","123","n/e","0","n/e","2688","5383"
"BZN|GB","05.01.2020 00:00 - 05.01.2020 00:30 (UTC)","1691","n/e","n/e","4744","1023","0","n/e","n/e","n/e","43","","505","n/e","n/e","6636","136","n/e","0","n/e","2878","5297"
"BZN|GB","05.01.2020 00:30 - 05.01.2020 01:00 (UTC)","1687","n/e","n/e","5006","1017","0","n/e","n/e","n/e","90","","504","n/e","n/e","6638","123","n/e","0","n/e","2619","5301"
"BZN|GB","05.01.2020 01:00 - 05.01.2020 01:30 (UTC)","1687","n/e","n/e","5411","1109","0","n/e","n/e","n/e","47","","503","n/e","n/e","6739","134","n/e","0","n/e","65","1561"
"BZN|GB","05.01.2020 01:30 - 05.01.2020 02:00 (UTC)","1679","n/e","n/e","5132","1111","0","n/e","n/e","n/e","0","","502","n/e","n/e","6753","128","n/e","0","n/e","2586","4967"
"BZN|GB","05.01.2020 02:00 - 05.01.2020 02:30 (UTC)","1680","n/e","n/e","5516","1024","0","n/e","n/e","n/e","0","","483","n/e","n/e","6754","122","n/e","0","n/e","2558","5082"
"BZN|GB","05.01.2020 02:30 - 05.01.2020 03:00 (UTC)","1684","n/e","n/e","5002","1098","0","n/e","n/e","n/e","0","","483","n/e","n/e","6738","124","n/e","0","n/e","2568","4843"
"BZN|GB","05.01.2020 03:00 - 05.01.2020 03:30 (UTC)","1671","n/e","n/e","5137","1069","0","n/e","n/e","n/e","0","","501","n/e","n/e","6622","124","n/e","0","n/e","2774","4827"
"BZN|GB","05.01.2020 03:30 - 05.01.2020 04:00 (UTC)","1669","n/e","n/e","4633","1024","0","n/e","n/e","n/e","0","","501","n/e","n/e","6639","125","n/e","0","n/e","2907","4875"
"BZN|GB","05.01.2020 04:00 - 05.01.2020 04:30 (UTC)","1686","n/e","n/e","4875","1031","0","n/e","n/e","n/e","0","","508","n/e","n/e","6634","125","n/e","0","n/e","3025","4843"
"BZN|GB","05.01.2020 04:30 - 05.01.2020 05:00 (UTC)","1675","n/e","n/e","4996","1039","0","n/e","n/e","n/e","0","","539","n/e","n/e","6632","124","n/e","0","n/e","3252","4565"
"BZN|GB","05.01.2020 05:00 - 05.01.2020 05:30 (UTC)","1695","n/e","n/e","4984","1057","0","n/e","n/e","n/e","0","","554","n/e","n/e","6752","134","n/e","0","n/e","3132","4649"
"BZN|GB","05.01.2020 05:30 - 05.01.2020 06:00 (UTC)","1699","n/e","n/e","4931","1025","0","n/e","n/e","n/e","0","","529","n/e","n/e","6854","124","n/e","0","n/e","3281","4524"
"BZN|GB","05.01.2020 06:00 - 05.01.2020 06:30 (UTC)","1709","n/e","n/e","5412","1158","0","n/e","n/e","n/e","0","","534","n/e","n/e","6840","125","n/e","0","n/e","3200","4479"
"BZN|GB","05.01.2020 06:30 - 05.01.2020 07:00 (UTC)","1703","n/e","n/e","5512","1150","0","n/e","n/e","n/e","0","","542","n/e","n/e","6853","123","n/e","0","n/e","3351","4728"
"BZN|GB","05.01.2020 07:00 - 05.01.2020 07:30 (UTC)","1776","n/e","n/e","5278","1246","0","n/e","n/e","n/e","0","","548","n/e","n/e","6857","130","n/e","0","n/e","3721","4786"
"BZN|GB","05.01.2020 07:30 - 05.01.2020 08:00 (UTC)","2116","n/e","n/e","4943","1584","0","n/e","n/e","n/e","0","","564","n/e","n/e","6853","122","n/e","0","n/e","3892","4751"
"BZN|GB","05.01.2020 08:00 - 05.01.2020 08:30 (UTC)","2362","n/e","n/e","4523","1845","0","n/e","n/e","n/e","0","","604","n/e","n/e","6849","137","n/e","1","n/e","4073","4833"
"BZN|GB","05.01.2020 08:30 - 05.01.2020 09:00 (UTC)","2392","n/e","n/e","4706","2125","0","n/e","n/e","n/e","0","","606","n/e","n/e","6853","123","n/e","47","n/e","4188","5122"
"BZN|GB","05.01.2020 09:00 - 05.01.2020 09:30 (UTC)","2412","n/e","n/e","4469","2415","0","n/e","n/e","n/e","0","","605","n/e","n/e","6855","122","n/e","211","n/e","4311","5202"
"BZN|GB","05.01.2020 09:30 - 05.01.2020 10:00 (UTC)","2409","n/e","n/e","5047","2607","0","n/e","n/e","n/e","0","","606","n/e","n/e","6848","123","n/e","475","n/e","4207","5432"
"BZN|GB","05.01.2020 10:00 - 05.01.2020 10:30 (UTC)","2418","n/e","n/e","5373","2620","0","n/e","n/e","n/e","0","","606","n/e","n/e","6849","122","n/e","730","n/e","4234","5609"
"BZN|GB","05.01.2020 10:30 - 05.01.2020 11:00 (UTC)","2409","n/e","n/e","5555","2663","0","n/e","n/e","n/e","81","","654","n/e","n/e","6844","163","n/e","884","n/e","4135","5717"
"BZN|GB","05.01.2020 11:00 - 05.01.2020 11:30 (UTC)","2406","n/e","n/e","6026","2584","0","n/e","n/e","n/e","0","","689","n/e","n/e","6849","122","n/e","957","n/e","4337","5750"
"BZN|GB","05.01.2020 11:30 - 05.01.2020 12:00 (UTC)","2403","n/e","n/e","6381","2492","0","n/e","n/e","n/e","0","","814","n/e","n/e","6851","123","n/e","1010","n/e","4493","5909"
"BZN|GB","05.01.2020 12:00 - 05.01.2020 12:30 (UTC)","2410","n/e","n/e","6731","2473","0","n/e","n/e","n/e","0","","690","n/e","n/e","6670","146","n/e","940","n/e","4534","6038"
"BZN|GB","05.01.2020 12:30 - 05.01.2020 13:00 (UTC)","2396","n/e","n/e","7524","2483","0","n/e","n/e","n/e","0","","641","n/e","n/e","6628","123","n/e","872","n/e","89","2047"
"BZN|GB","05.01.2020 13:00 - 05.01.2020 13:30 (UTC)","2347","n/e","n/e","7595","2558","0","n/e","n/e","n/e","40","","677","n/e","n/e","6642","154","n/e","739","n/e","4574","5835"
"BZN|GB","05.01.2020 13:30 - 05.01.2020 14:00 (UTC)","2347","n/e","n/e","8383","2567","0","n/e","n/e","n/e","0","","677","n/e","n/e","6636","121","n/e","596","n/e","4415","5577"
"BZN|GB","05.01.2020 14:00 - 05.01.2020 14:30 (UTC)","2348","n/e","n/e","8143","2566","0","n/e","n/e","n/e","206","","579","n/e","n/e","6639","163","n/e","421","n/e","4299","5364"
"BZN|GB","05.01.2020 14:30 - 05.01.2020 15:00 (UTC)","2340","n/e","n/e","8434","2487","0","n/e","n/e","n/e","0","","591","n/e","n/e","6674","122","n/e","253","n/e","4296","5370"
"BZN|GB","05.01.2020 15:00 - 05.01.2020 15:30 (UTC)","2403","n/e","n/e","8532","2489","0","n/e","n/e","n/e","134","","601","n/e","n/e","6751","129","n/e","118","n/e","4392","5348"
"BZN|GB","05.01.2020 15:30 - 05.01.2020 16:00 (UTC)","2406","n/e","n/e","9164","2512","0","n/e","n/e","n/e","53","","608","n/e","n/e","6752","127","n/e","19","n/e","4228","5145"
"BZN|GB","05.01.2020 16:00 - 05.01.2020 16:30 (UTC)","2410","n/e","n/e","9589","2582","0","n/e","n/e","n/e","310","","848","n/e","n/e","6760","131","n/e","0","n/e","4339","5168"
"BZN|GB","05.01.2020 16:30 - 05.01.2020 17:00 (UTC)","2374","n/e","n/e","10924","2547","0","n/e","n/e","n/e","1045","","954","n/e","n/e","6630","151","n/e","2","n/e","4281","5000"
"BZN|GB","05.01.2020 17:00 - 05.01.2020 17:30 (UTC)","2400","n/e","n/e","11882","2630","0","n/e","n/e","n/e","1421","","965","n/e","n/e","6637","163","n/e","1","n/e","4260","4820"
"BZN|GB","05.01.2020 17:30 - 05.01.2020 18:00 (UTC)","2416","n/e","n/e","12493","2536","0","n/e","n/e","n/e","1256","","962","n/e","n/e","6643","188","n/e","0","n/e","4139","4878"
"BZN|GB","05.01.2020 18:00 - 05.01.2020 18:30 (UTC)","2424","n/e","n/e","11604","2495","0","n/e","n/e","n/e","1251","","966","n/e","n/e","6687","130","n/e","0","n/e","4337","5041"
"BZN|GB","05.01.2020 18:30 - 05.01.2020 19:00 (UTC)","2420","n/e","n/e","10942","2638","0","n/e","n/e","n/e","736","","964","n/e","n/e","6826","129","n/e","0","n/e","4294","5115"
"BZN|GB","05.01.2020 19:00 - 05.01.2020 19:30 (UTC)","2438","n/e","n/e","9914","2320","0","n/e","n/e","n/e","602","","850","n/e","n/e","6845","128","n/e","0","n/e","4422","5442"
"BZN|GB","05.01.2020 19:30 - 05.01.2020 20:00 (UTC)","2439","n/e","n/e","8782","2010","0","n/e","n/e","n/e","450","","723","n/e","n/e","6845","125","n/e","0","n/e","4605","5633"
"BZN|GB","05.01.2020 20:00 - 05.01.2020 20:30 (UTC)","2442","n/e","n/e","8007","2024","0","n/e","n/e","n/e","327","","574","n/e","n/e","6844","134","n/e","0","n/e","4537","5684"
"BZN|GB","05.01.2020 20:30 - 05.01.2020 21:00 (UTC)","2414","n/e","n/e","7178","2015","0","n/e","n/e","n/e","0","","550","n/e","n/e","6852","123","n/e","0","n/e","112","1953"
"BZN|GB","05.01.2020 21:00 - 05.01.2020 21:30 (UTC)","2439","n/e","n/e","5675","2023","0","n/e","n/e","n/e","0","","536","n/e","n/e","6841","135","n/e","0","n/e","4654","5776"
"BZN|GB","05.01.2020 21:30 - 05.01.2020 22:00 (UTC)","2444","n/e","n/e","4595","1791","0","n/e","n/e","n/e","0","","536","n/e","n/e","6846","130","n/e","0","n/e","4658","5683"
"BZN|GB","05.01.2020 22:00 - 05.01.2020 22:30 (UTC)","1963","n/e","n/e","4688","1635","0","n/e","n/e","n/e","119","","536","n/e","n/e","6843","145","n/e","0","n/e","4562","5615"
"BZN|GB","05.01.2020 22:30 - 05.01.2020 23:00 (UTC)","1930","n/e","n/e","3801","1575","0","n/e","n/e","n/e","0","","536","n/e","n/e","6837","127","n/e","0","n/e","4620","5764"
"BZN|GB","05.01.2020 23:00 - 05.01.2020 23:30 (UTC)","1781","n/e","n/e","4138","1373","0","n/e","n/e","n/e","408","","550","n/e","n/e","6846","177","n/e","0","n/e","4079","5472"
